query_id,target_id,distance
270-01-01,270-16-04,0.003920019762566732
270-01-01,270-31-11,0.003937768414175972
270-01-01,270-27-02,0.003946483201747212
270-01-01,270-24-02,0.003978610681409877
270-01-01,270-30-05,0.003979220569626908
270-01-01,270-19-04,0.004053700926744263
270-01-01,270-33-01,0.004056618002993163
270-01-01,270-32-04,0.004071660471740674
270-01-01,270-10-05,0.004357361027441692
270-01-01,270-28-06,0.0043840431884025425
271-02-01,271-33-05,0.0029822318515927418
271-02-01,271-02-06,0.003025589822948836
271-02-01,271-35-07,0.0030489627596028057
271-02-01,271-02-05,0.0030555329904391913
271-02-01,271-02-08,0.0030740807598603325
271-02-01,271-35-06,0.0030813728439166134
271-02-01,271-19-02,0.0030825802661020594
271-02-01,271-21-03,0.00308592598507048
271-02-01,271-21-04,0.00311511638606449
271-02-01,271-21-02,0.003120431274939885
271-02-01,271-02-02,0.0031289838712086774
271-02-01,271-08-01,0.0031296327544152584
271-02-01,271-35-08,0.0031319643303244515
271-02-01,271-30-03,0.003148702344286498
271-02-01,271-28-04,0.003151635277459911
271-02-01,271-08-08,0.0031526956729342926
271-02-01,271-33-01,0.003193349757283441
271-02-01,271-02-04,0.003196349959692156
271-02-01,271-17-10,0.0032004343961110258
271-02-01,271-05-04,0.0032031723322274246
271-02-01,271-15-05,0.0032095944692551222
271-02-01,271-23-05,0.003215055689111455
271-02-01,271-17-01,0.0032327587828506307
271-02-01,271-21-08,0.00323357432302434
271-02-01,271-29-01,0.0032362524211127395
271-02-01,271-17-02,0.003237623131050118
271-02-01,271-35-04,0.003238051360469317
271-02-01,271-16-05,0.0032565911415050595
271-02-01,271-15-03,0.0032569243836407607
271-02-01,271-28-03,0.003257637637713377
271-02-01,271-11-06,0.0032581549953314285
271-02-01,271-27-05,0.0032614751832765105
271-02-01,271-34-07,0.0032627580324048624
271-02-01,271-36-01,0.0032677679234165142
271-02-01,271-32-05,0.0032707020430552585
271-02-01,271-06-06,0.003274873921344669
271-02-01,271-09-02,0.003276943822634768
271-02-01,271-33-02,0.0032805271153051184
271-02-01,271-34-04,0.003281934999111587
271-02-01,271-22-03,0.0032841613686919193
271-02-01,271-17-03,0.0032854887708443177
271-02-01,271-24-03,0.003292726805635717
271-02-01,271-06-05,0.0033153705253607937
271-02-01,271-26-07,0.003315443712776951
271-02-01,271-08-06,0.0033218950289183816
271-02-01,271-10-07,0.003323165376985858
271-02-01,271-07-01,0.0033258043575308044
271-02-01,271-22-02,0.0033352948975069025
271-02-01,271-19-06,0.003335711904048712
271-02-01,271-06-02,0.0033359496134725535
271-02-01,271-29-06,0.003336820369641006
271-02-01,271-16-03,0.0033375215848728164
271-02-01,271-24-05,0.003337864702209861
271-02-01,271-13-02,0.003339047878622582
271-02-01,271-32-07,0.0033398455980613345
271-02-01,271-16-01,0.003340922109198414
271-02-01,271-30-06,0.0033470602655446017
271-02-01,271-32-01,0.003349349178969564
271-02-01,271-15-04,0.0033513695912156857
271-02-01,271-29-03,0.0033519414357485065
271-02-01,271-13-01,0.0033526081917524286
271-02-01,271-19-03,0.003352829710906457
271-02-01,271-19-05,0.0033533427947415886
271-02-01,271-16-02,0.003353438299807664
271-02-01,271-11-04,0.0033610440935125225
271-02-01,271-14-05,0.0033714269200268805
271-02-01,271-17-05,0.003371527617472131
271-02-01,271-08-09,0.0033749152676705954
271-02-01,271-21-07,0.0033764913152013482
271-02-01,271-19-07,0.003380242810694442
271-02-01,271-04-03,0.0033820537474523933
271-02-01,271-08-03,0.0033826981190874334
271-02-01,271-24-07,0.0033907377990984246
271-02-01,271-26-02,0.0033922180417394277
271-02-01,271-15-07,0.003392651870622848
271-02-01,271-27-01,0.003393486273725598
271-02-01,271-11-03,0.0033949536404096516
271-02-01,271-12-03,0.0033964315438181976
271-02-01,271-29-09,0.0033977242600796392
271-02-01,271-34-05,0.00339904873027627
271-02-01,271-18-01,0.0034002850404628994
271-02-01,271-19-01,0.00340057959231487
271-02-01,271-32-08,0.003401499801609929
271-02-01,271-27-04,0.003402979095876653
271-02-01,271-04-01,0.0034045626722209333
271-02-01,271-23-01,0.003406031781851672
271-02-01,271-07-06,0.0034062773562099284
271-02-01,271-29-02,0.00340635224802963
271-02-01,271-07-02,0.003407422800748253
271-02-01,271-33-04,0.0034094192828109946
271-02-01,271-31-05,0.0034164447233653106
271-02-01,271-30-02,0.0034182919298404
271-02-01,271-35-05,0.003419789567746495
271-02-01,271-13-08,0.003421063128627884
271-02-01,271-18-05,0.003421742058044428
271-02-01,271-18-04,0.0034256408507295677
271-02-01,271-09-09,0.0034334733671555996
271-02-01,271-14-02,0.003434388106224494
271-02-01,271-26-01,0.0034372038339987388
271-02-01,271-27-07,0.003441324788181023
271-02-01,271-28-02,0.0034421218472453848
271-02-01,271-13-06,0.0034423450524647997
271-02-01,271-12-02,0.0034449346884460456
271-02-01,271-34-08,0.0034453334962832507
271-02-01,271-18-03,0.0034461416492056834
271-02-01,271-29-07,0.0034474228054478732
271-02-01,271-25-03,0.003447879559600092
271-02-01,271-30-05,0.003448152245138149
271-02-01,271-27-03,0.003452923681969737
271-02-01,271-29-04,0.0034536423546139626
271-02-01,271-04-08,0.0034545889393852365
271-02-01,271-27-06,0.003455754383362711
271-02-01,271-32-03,0.0034623455285976183
271-02-01,271-14-08,0.003463001641986942
271-02-01,271-34-06,0.0034677232297201203
271-02-01,271-33-06,0.0034705126098328494
271-02-01,271-30-04,0.0034720564723476942
271-02-01,271-25-04,0.003474531035911374
271-02-01,271-08-04,0.003474663142111506
271-02-01,271-18-06,0.0034760763254498782
271-02-01,271-21-05,0.0034769907771717776
271-02-01,271-31-07,0.0034774705399955924
271-02-01,271-13-07,0.0034806811561676723
271-02-01,271-31-06,0.0034812586051099627
271-02-01,271-09-06,0.003481708804520509
271-02-01,271-23-04,0.0034821646623087103
271-02-01,271-28-01,0.00348272072459278
271-02-01,271-27-08,0.0034859078582736083
271-02-01,271-14-01,0.0034862947766803403
271-02-01,271-32-02,0.0034870550124984673
271-02-01,271-32-06,0.003487247234745955
271-02-01,271-31-08,0.0034920819004539768
271-02-01,271-13-04,0.0034925301265193286
271-02-01,271-21-01,0.0034925439324232682
271-02-01,271-04-07,0.0034926756317539007
271-02-01,271-24-01,0.0034946080499859513
271-02-01,271-10-06,0.0034948963326333258
271-02-01,271-18-08,0.003494989746077876
271-02-01,271-31-10,0.003495621248897034
271-02-01,271-06-01,0.0034985996046751257
271-02-01,271-35-01,0.0034990562283730353
271-02-01,271-11-05,0.0035000470066859023
271-02-01,271-21-06,0.0035003362797909237
271-02-01,271-04-04,0.003503665963988667
271-02-01,271-30-08,0.003506623610205205
271-02-01,271-09-04,0.003507587986411521
271-02-01,271-18-02,0.003510175615665985
271-02-01,271-17-09,0.0035118633267845786
271-02-01,271-08-07,0.003512246949479167
271-02-01,271-29-05,0.003517319141818707
271-02-01,271-34-01,0.003517423414626645
271-02-01,271-12-09,0.003518290250956909
271-02-01,271-31-01,0.0035186877257790614
271-02-01,271-02-03,0.0035190717694132483
271-02-01,271-07-03,0.0035192917082276847
271-02-01,271-07-08,0.0035208984632785
271-02-01,271-09-01,0.0035212921904715024
271-02-01,271-17-07,0.0035220988628519713
271-02-01,271-25-09,0.0035250336529831948
271-02-01,271-23-06,0.0035303801037074607
271-02-01,271-09-03,0.003532574460850019
271-02-01,271-23-03,0.003533562742750545
271-02-01,271-35-09,0.0035368623579066544
271-02-01,271-04-06,0.003538109775353174
271-02-01,271-23-07,0.0035383051575737824
271-02-01,271-06-03,0.0035404001324283348
271-02-01,271-12-08,0.0035426237607648087
271-02-01,271-26-03,0.0035427680975416596
271-02-01,271-15-01,0.003543218641867018
271-02-01,271-15-06,0.0035454898730363097
271-02-01,271-05-03,0.00354608983164317
271-02-01,271-32-09,0.0035464056185607285
271-02-01,271-17-04,0.003549141439005438
271-02-01,271-25-08,0.0035491631409138927
271-02-01,271-23-02,0.0035497791776387265
271-02-01,271-26-05,0.003550086654086472
271-02-01,271-11-07,0.003558271334392107
271-02-01,271-29-08,0.003564472242128447
271-02-01,271-09-08,0.0035654199577748232
271-02-01,271-05-05,0.0035743586081192556
271-02-01,271-34-03,0.003574840956199902
271-02-01,271-05-01,0.0035792055848395277
271-02-01,271-15-02,0.0035817116408706413
271-02-01,271-15-08,0.0035864733087507907
271-02-01,271-23-08,0.003588249743474649
271-02-01,271-35-02,0.0035888212596568263
271-02-01,271-30-01,0.0035894714405923277
271-02-01,271-16-04,0.003592217016661691
271-02-01,271-08-05,0.0035936708913669006
271-02-01,271-07-07,0.00360060129832986
271-02-01,271-12-05,0.0036010993829551597
271-02-01,271-34-10,0.0036085741684080434
271-02-01,271-24-02,0.00360874124781793
271-02-01,271-17-08,0.0036140362927160933
271-02-01,271-34-09,0.0036196720201218434
271-02-01,271-08-10,0.0036201432366079456
271-02-01,271-32-04,0.003623505955159221
271-02-01,271-25-05,0.00362881196495074
271-02-01,271-17-06,0.0036295077248247425
271-02-01,271-12-07,0.0036312555611815707
271-02-01,271-28-07,0.0036314653272902756
271-02-01,271-16-06,0.0036329277626075177
271-02-01,271-32-10,0.003638445444121569
271-02-01,271-10-03,0.0036454474453003994
271-02-01,271-10-02,0.0036464013556796776
271-02-01,271-11-01,0.003647714942066915
271-02-01,271-33-07,0.0036535898445496356
271-02-01,271-12-01,0.0036540993903077207
271-02-01,271-24-09,0.003655248445857967
271-02-01,271-22-01,0.0036553341725313925
271-02-01,271-12-04,0.0036560888962921087
271-02-01,271-25-01,0.003657195703251895
271-02-01,271-31-09,0.0036583159896826207
271-02-01,271-11-09,0.0036636671066622595
271-02-01,271-26-08,0.0036646310547837208
271-02-01,271-33-08,0.003667954027591977
271-02-01,271-14-06,0.0036846427168724044
271-02-01,271-34-02,0.0036890715466038203
271-02-01,271-27-02,0.0036893343790022253
271-02-01,271-25-02,0.0036904157647382786
271-02-01,271-28-10,0.003690726199557547
271-02-01,271-05-02,0.0036930728431805045
271-02-01,271-22-04,0.003697172669068319
271-02-01,271-14-07,0.003701192172920654
271-02-01,271-26-04,0.00370500739089871
271-02-01,271-09-05,0.0037055387909811616
271-02-01,271-19-04,0.003712063581858386
271-02-01,271-26-06,0.003714473748143771
271-02-01,271-10-08,0.003720501624804663
271-02-01,271-11-08,0.0037219155086489764
271-02-01,271-25-06,0.0037247021047666826
271-02-01,271-13-05,0.0037298752217229097
271-02-01,271-10-04,0.0037347382470012884
271-02-01,271-24-06,0.003735840654999537
271-02-01,271-33-03,0.0037379054624275825
271-02-01,271-04-02,0.0037381459709794284
271-02-01,271-07-04,0.003739699048080398
271-02-01,271-06-04,0.003747213193526332
271-02-01,271-24-04,0.0037530175021261475
271-02-01,271-31-03,0.0037605443586413855
271-02-01,271-05-06,0.003766604683905614
271-02-01,271-07-05,0.003773017373367587
271-02-01,271-25-07,0.003778559394209349
271-02-01,271-14-03,0.003781318626115865
271-02-01,271-13-03,0.003782114691443385
271-02-01,271-36-03,0.0037839061113854335
271-02-01,271-28-06,0.0037918793350594573
271-02-01,271-30-09,0.0038033558053447293
271-02-01,271-12-06,0.003803497505324878
271-02-01,271-09-07,0.003804421161508023
271-02-01,271-14-04,0.0038137619914591207
271-02-01,271-04-05,0.0038176745093207653
271-02-01,271-24-08,0.0038274763162277833
271-02-01,271-22-05,0.003829857757943775
271-02-01,271-35-03,0.003831921032367844
271-02-01,271-30-07,0.0038339602916767964
271-02-01,271-05-07,0.0038368015822874846
271-02-01,271-18-07,0.003842438679010947
271-02-01,271-10-05,0.0038649148476523365
271-02-01,271-16-07,0.0038692540379958043
271-02-01,271-32-11,0.00388174359939303
271-02-01,271-28-05,0.0038855167625933213
271-02-01,271-31-02,0.003915811574459093
271-02-01,271-16-08,0.003926427523283104
271-02-01,271-36-02,0.00393989510338161
271-02-01,271-31-04,0.003950013220416474
271-02-01,271-28-09,0.003970793045357652
271-02-01,271-08-02,0.003975873809269967
271-02-01,271-16-09,0.003986122151602666
271-02-01,271-02-07,0.0039980342989299434
271-02-01,271-11-02,0.004137233728473073
271-02-01,271-10-01,0.004171408779803718
271-02-01,271-28-08,0.004228572148602252
272-02-01,272-02-05,0.0033558480778566714
272-02-01,272-02-06,0.003443760556581803
272-02-01,272-08-01,0.003465199313280212
272-02-01,272-23-09,0.003467330418212959
272-02-01,272-02-03,0.0034766121610742833
272-02-01,272-08-05,0.0034909572120994793
272-02-01,272-04-05,0.003490964431581501
272-02-01,272-11-02,0.0034936015099288724
272-02-01,272-26-03,0.003496475538249041
272-02-01,272-04-02,0.0035100036067261284
272-02-01,272-32-06,0.003510824743594376
272-02-01,272-32-08,0.0035154369211465187
272-02-01,272-07-01,0.003518307442412654
272-02-01,272-04-06,0.0035187489475260562
272-02-01,272-26-04,0.0035223097994772318
272-02-01,272-17-01,0.003525557344618924
272-02-01,272-07-04,0.0035268271475373744
272-02-01,272-20-03,0.0035312558908298483
272-02-01,272-14-03,0.00353221230618934
272-02-01,272-15-07,0.003532667870848727
272-02-01,272-13-06,0.003534516771428132
272-02-01,272-13-02,0.0035369741017989877
272-02-01,272-35-03,0.003537538211558543
272-02-01,272-10-04,0.003541118094109863
272-02-01,272-23-02,0.0035430543946950413
272-02-01,272-33-04,0.0035465406107792184
272-02-01,272-36-01,0.003549144779288526
272-02-01,272-07-05,0.003550256612468373
272-02-01,272-21-08,0.003555135560256317
272-02-01,272-35-06,0.00355605066698917
272-02-01,272-29-08,0.003556125331089576
272-02-01,272-07-07,0.0035574351664271497
272-02-01,272-11-06,0.003558581950426761
272-02-01,272-04-08,0.0035607559716702027
272-02-01,272-31-06,0.003562023602145711
272-02-01,272-12-02,0.0035656965970201435
272-02-01,272-14-02,0.0035736969043724674
272-02-01,272-04-04,0.003574710189467212
272-02-01,272-14-05,0.0035795111797463034
272-02-01,272-02-02,0.0035812509276135153
272-02-01,272-31-02,0.0035812794520244384
272-02-01,272-24-08,0.0035828181303452387
272-02-01,272-24-07,0.003582912743370515
272-02-01,272-11-05,0.003584612132860588
272-02-01,272-12-01,0.003585197816970097
272-02-01,272-24-02,0.003586457433376109
272-02-01,272-22-05,0.003588480382791906
272-02-01,272-29-04,0.003590990208364953
272-02-01,272-09-05,0.0035910972760315324
272-02-01,272-21-01,0.003591503148902836
272-02-01,272-30-01,0.0035933562142658267
272-02-01,272-09-02,0.003594159918517868
272-02-01,272-05-01,0.003594744453333502
272-02-01,272-07-08,0.003596174714601153
272-02-01,272-35-01,0.0035962098937637665
272-02-01,272-22-03,0.0035988825174622856
272-02-01,272-09-01,0.0036004745784463383
272-02-01,272-33-06,0.0036017223844924985
272-02-01,272-30-04,0.0036061446468299402
272-02-01,272-11-03,0.0036087692013096503
272-02-01,272-14-06,0.0036143629727401825
272-02-01,272-29-06,0.0036154752274398403
272-02-01,272-21-04,0.0036188789137053196
272-02-01,272-31-01,0.003619850779970704
272-02-01,272-24-01,0.0036226200316093033
272-02-01,272-10-05,0.0036230542608526846
272-02-01,272-22-02,0.0036253457877819047
272-02-01,272-20-01,0.0036264261687554097
272-02-01,272-15-01,0.0036283241284688094
272-02-01,272-28-02,0.003629881493190141
272-02-01,272-36-02,0.0036317484534124293
272-02-01,272-25-06,0.0036324166907885226
272-02-01,272-24-04,0.0036328963298867065
272-02-01,272-34-03,0.003635084392866568
272-02-01,272-12-05,0.0036369613923075074
272-02-01,272-29-05,0.0036429234495635836
272-02-01,272-11-04,0.0036446155492251926
272-02-01,272-33-05,0.003650673649854392
272-02-01,272-06-01,0.003652461834568079
272-02-01,272-25-02,0.0036537111922282
272-02-01,272-23-01,0.003655422060099878
272-02-01,272-23-11,0.0036555395196570446
272-02-01,272-09-07,0.003659386281383402
272-02-01,272-34-04,0.0036609309648254723
272-02-01,272-21-05,0.003662110635969081
272-02-01,272-16-03,0.0036628733040964608
272-02-01,272-17-04,0.0036651180671637296
272-02-01,272-17-07,0.0036651880834628345
272-02-01,272-18-03,0.0036696525928841127
272-02-01,272-28-06,0.0036721138453895312
272-02-01,272-26-02,0.003673370299139237
272-02-01,272-19-05,0.0036736141910643618
272-02-01,272-10-03,0.0036751595693067514
272-02-01,272-08-04,0.003675354087877069
272-02-01,272-36-06,0.0036761927247509333
272-02-01,272-19-03,0.0036774184319503032
272-02-01,272-04-07,0.0036780926825540246
272-02-01,272-10-07,0.003680694593570213
272-02-01,272-07-06,0.003682516123948456
272-02-01,272-10-02,0.0036837333867615566
272-02-01,272-25-04,0.003685062950793221
272-02-01,272-25-01,0.0036860244480449726
272-02-01,272-12-04,0.003689252579424111
272-02-01,272-33-01,0.003691769403634067
272-02-01,272-20-08,0.0036942947610730755
272-02-01,272-17-08,0.0036953613423411037
272-02-01,272-30-05,0.003695587040011237
272-02-01,272-34-01,0.0036971701956241432
272-02-01,272-34-07,0.0037011964269202434
272-02-01,272-36-03,0.0037012751994809578
272-02-01,272-33-03,0.0037016130664947813
272-02-01,272-30-08,0.003703341629712036
272-02-01,272-29-03,0.003707399077599885
272-02-01,272-27-02,0.003711525783654202
272-02-01,272-13-01,0.0037124969689426223
272-02-01,272-19-01,0.0037165604425561916
272-02-01,272-10-01,0.0037186109426403644
272-02-01,272-31-04,0.0037188629584461877
272-02-01,272-34-06,0.003721221999589088
272-02-01,272-24-06,0.0037219909412193
272-02-01,272-32-04,0.003722708715698065
272-02-01,272-35-07,0.003722838667748653
272-02-01,272-12-03,0.0037234799692342914
272-02-01,272-16-04,0.003723903511028585
272-02-01,272-16-06,0.0037262403191416003
272-02-01,272-13-07,0.0037265716515744213
272-02-01,272-30-10,0.0037287136107332355
272-02-01,272-27-08,0.0037289157272386536
272-02-01,272-16-05,0.003729081983792264
272-02-01,272-28-05,0.0037294344350096297
272-02-01,272-35-04,0.0037322288409158844
272-02-01,272-29-07,0.003733413113656331
272-02-01,272-20-06,0.0037339987934370076
272-02-01,272-27-01,0.00373486093086246
272-02-01,272-23-06,0.003738264412129085
272-02-01,272-10-09,0.0037395244788513437
272-02-01,272-26-05,0.003740379734683209
272-02-01,272-35-05,0.0037452200851468107
272-02-01,272-32-07,0.003745569718213944
272-02-01,272-32-03,0.003752475153210305
272-02-01,272-18-05,0.0037576822665973376
272-02-01,272-14-04,0.003758124788709083
272-02-01,272-11-01,0.003759747329640409
272-02-01,272-15-05,0.00376075980403346
272-02-01,272-30-07,0.0037635159163315795
272-02-01,272-19-08,0.003769194021850982
272-02-01,272-07-02,0.0037711251679207287
272-02-01,272-04-03,0.003772521080401631
272-02-01,272-15-03,0.003773467624825195
272-02-01,272-23-10,0.0037767287380880707
272-02-01,272-16-01,0.0037767965131925976
272-02-01,272-34-02,0.0037784936061265625
272-02-01,272-09-03,0.0037785184994339606
272-02-01,272-24-05,0.003778539429876972
272-02-01,272-27-07,0.003781717034916169
